SLOID,status
ch:1:sloid:91040::20,0
ch:1:sloid:91047::20,0
ch:1:sloid:6638::50,0
ch:1:sloid:73211::50,0
ch:1:sloid:76860:1:2,0
ch:1:sloid:91167::20,0
ch:1:sloid:96086:0:323408,0
ch:1:sloid:96087:0:928789,0
ch:1:sloid:76221::50,0
ch:1:sloid:91275::20,0
ch:1:sloid:91233::12,0
ch:1:sloid:76231::50,0
ch:1:sloid:91372::20,0
ch:1:sloid:91005::15,0
ch:1:sloid:73710::20,0
ch:1:sloid:6961::50,0
ch:1:sloid:73232::50,0
ch:1:sloid:91425::20,0
ch:1:sloid:91434::20,0
ch:1:sloid:91824::20,0
ch:1:sloid:95899::20,0
ch:1:sloid:30812::21,0
ch:1:sloid:96084:0:70100,0
ch:1:sloid:90318::20,0
ch:1:sloid:91046::20,0
ch:1:sloid:73579::50,0
ch:1:sloid:73586::50,0
ch:1:sloid:91141::20,0
ch:1:sloid:91146::20,0
ch:1:sloid:91154::20,0
ch:1:sloid:73599::50,0
ch:1:sloid:75918::50,0
ch:1:sloid:75919::50,0
ch:1:sloid:7528:0:1,0
ch:1:sloid:91225::21,0
ch:1:sloid:91210::20,0
ch:1:sloid:75963::50,0
ch:1:sloid:75973::50,0
ch:1:sloid:91349::21,0
ch:1:sloid:91258::20,0
ch:1:sloid:91122::22,0
ch:1:sloid:3151::50,0
ch:1:sloid:76020::50,0
ch:1:sloid:76278::50,0
ch:1:sloid:3181::50,0
ch:1:sloid:3183::50,0
ch:1:sloid:73710::21,0
ch:1:sloid:76076::50,0
ch:1:sloid:87748:1:6,0
ch:1:sloid:74944::2,1
ch:1:sloid:74940::1,0
ch:1:sloid:75946::51,0
ch:1:sloid:76233::51,0
ch:1:sloid:76286::51,0
ch:1:sloid:91008::11,0
ch:1:sloid:90845::51,0
ch:1:sloid:91443::51,0
ch:1:sloid:91184::11,0
ch:1:sloid:74977::2,0
ch:1:sloid:3791::50,0
ch:1:sloid:81417::50,0
ch:1:sloid:91308::20,0
ch:1:sloid:91209::11,0
ch:1:sloid:91231::11,0
ch:1:sloid:76112::51,0
ch:1:sloid:93251::51,0
ch:1:sloid:91407::23,0
ch:1:sloid:6549::50,0
ch:1:sloid:91184::10,0
ch:1:sloid:91291::12,0
ch:1:sloid:76179::10,0
ch:1:sloid:76252::50,0
ch:1:sloid:90979::10,0
ch:1:sloid:91020::10,0
ch:1:sloid:91072::10,0
ch:1:sloid:90918::10,0
ch:1:sloid:90786::50,0
ch:1:sloid:91213::20,0
ch:1:sloid:90077:0:16,1
ch:1:sloid:7401:1:4,1
ch:1:sloid:76579:1:4,0
ch:1:sloid:76582:1:9,0
ch:1:sloid:4354:0:01,1
ch:1:sloid:91913:1:2,0
ch:1:sloid:91145::10,0
ch:1:sloid:91177::10,0
ch:1:sloid:76584:1:1,0
ch:1:sloid:87875:1:3,0
ch:1:sloid:87876:1:1,0
ch:1:sloid:87876:1:2,1
ch:1:sloid:91230::10,0
ch:1:sloid:87894::2,1
ch:1:sloid:76558:1:8,0
ch:1:sloid:87890::1,0
ch:1:sloid:87471:1:8,0
ch:1:sloid:87877:1:4,1
ch:1:sloid:91367::10,0
ch:1:sloid:91392::10,0
ch:1:sloid:93250::51,0
ch:1:sloid:91385::21,0
ch:1:sloid:73671::11,0
ch:1:sloid:76580:1:5,0
ch:1:sloid:76263::11,0
ch:1:sloid:90547::50,0
ch:1:sloid:90926::11,0
ch:1:sloid:90743::50,0
ch:1:sloid:76583:1:2,0
ch:1:sloid:80872::50,0
ch:1:sloid:90986::50,0
ch:1:sloid:90805::53,0
ch:1:sloid:91354::50,0
ch:1:sloid:90517::51,0
ch:1:sloid:88987::54,0
ch:1:sloid:90516::54,0
ch:1:sloid:87998::50,0
ch:1:sloid:90582::51,0
ch:1:sloid:73504::57,0
ch:1:sloid:88744::50,0
ch:1:sloid:95143::50,0
ch:1:sloid:90617::51,0
ch:1:sloid:80541::50,0
ch:1:sloid:90200::50,0
ch:1:sloid:90478::50,0
ch:1:sloid:90488::50,0
ch:1:sloid:90706::51,0
ch:1:sloid:87993::50,0
ch:1:sloid:73167::51,0
ch:1:sloid:73656::12,0
ch:1:sloid:88311::50,0
ch:1:sloid:88553::50,0
ch:1:sloid:75924::51,0
ch:1:sloid:90949::51,0
ch:1:sloid:90986::51,0
ch:1:sloid:76093::51,0
ch:1:sloid:76097::51,0
ch:1:sloid:93524::51,0
ch:1:sloid:91425::21,0
ch:1:sloid:3164::50,0
ch:1:sloid:90586::50,0
ch:1:sloid:90592::50,0
ch:1:sloid:90594::50,0
ch:1:sloid:76135::51,0
ch:1:sloid:90653::50,0
ch:1:sloid:90685::50,0
ch:1:sloid:76253::51,0
ch:1:sloid:3855::52,0
ch:1:sloid:76103::52,0
ch:1:sloid:73588::50,0
ch:1:sloid:90781::50,0
ch:1:sloid:90925::52,0
ch:1:sloid:87965::51,0
ch:1:sloid:75998::53,0
ch:1:sloid:76216::50,0
ch:1:sloid:90956::50,0
ch:1:sloid:3172::51,0
ch:1:sloid:3176::51,0
ch:1:sloid:6899::72,0
ch:1:sloid:73162::51,0
ch:1:sloid:88279::50,0
ch:1:sloid:90768::51,0
ch:1:sloid:90793::51,0
ch:1:sloid:90812::51,0
ch:1:sloid:90555::50,0
ch:1:sloid:90616::50,0
ch:1:sloid:90638::50,0
ch:1:sloid:88005::50,0
ch:1:sloid:90908::51,0
ch:1:sloid:90920::11,0
ch:1:sloid:73166::51,0
ch:1:sloid:76044::51,0
ch:1:sloid:76050::51,0
ch:1:sloid:90617::50,0
ch:1:sloid:94541::51,0
ch:1:sloid:73504::52,0
ch:1:sloid:3189::50,0
ch:1:sloid:3191::50,0
ch:1:sloid:76176::51,0
ch:1:sloid:90658::50,0
ch:1:sloid:90710::50,0
ch:1:sloid:76105::52,0
ch:1:sloid:90751::50,0
ch:1:sloid:90793::50,0
ch:1:sloid:3972::50,0
ch:1:sloid:6899::50,0
ch:1:sloid:73561::50,0
ch:1:sloid:73569::50,0
ch:1:sloid:76277::51,0
ch:1:sloid:80301::51,0
ch:1:sloid:90842::50,0
ch:1:sloid:81542::51,0
ch:1:sloid:81573::51,0
ch:1:sloid:90875::50,0
ch:1:sloid:90905::50,0
ch:1:sloid:76129::53,0
ch:1:sloid:90952::50,0
ch:1:sloid:76245::54,0
ch:1:sloid:76204::50,0
ch:1:sloid:76225::50,0
ch:1:sloid:91080::50,0
ch:1:sloid:90514::51,0
ch:1:sloid:91387::50,0
ch:1:sloid:91438::50,0
ch:1:sloid:87683::50,0
ch:1:sloid:90529::51,0
ch:1:sloid:90548::51,0
ch:1:sloid:94185::50,0
ch:1:sloid:94491::50,0
ch:1:sloid:2954::51,0
ch:1:sloid:3151::51,0
ch:1:sloid:91326::13,1
ch:1:sloid:6899::14,1
ch:1:sloid:80521::14,0
ch:1:sloid:90811::51,0
ch:1:sloid:87949::51,1
ch:1:sloid:6899::17,1
ch:1:sloid:6899::18,1
ch:1:sloid:87348::20,1
ch:1:sloid:91300::51,0
ch:1:sloid:91432::51,0
ch:1:sloid:73167::54,0
ch:1:sloid:73656::10,1
ch:1:sloid:80459::11,1
ch:1:sloid:91044::20,1
ch:1:sloid:95709::51,0
ch:1:sloid:87941::50,1
ch:1:sloid:3396::51,0
ch:1:sloid:3754::51,0
ch:1:sloid:94732::52,0
ch:1:sloid:90647::53,0
ch:1:sloid:90318::10,1
ch:1:sloid:73160::51,0
ch:1:sloid:76024::51,0
ch:1:sloid:91158::11,1
ch:1:sloid:76065::51,0
ch:1:sloid:91017::10,1
ch:1:sloid:76288::51,0
ch:1:sloid:91101::10,1
ch:1:sloid:91315::51,0
ch:1:sloid:91334::11,1
ch:1:sloid:87985::51,0
ch:1:sloid:88001::51,0
ch:1:sloid:88029::51,0
ch:1:sloid:75920::53,0
ch:1:sloid:80522::53,0
ch:1:sloid:91239::10,1
ch:1:sloid:91376::11,1
ch:1:sloid:88744::51,0
ch:1:sloid:91253::10,1
ch:1:sloid:90480::51,0
ch:1:sloid:76238::71,0
ch:1:sloid:3366::50,1
ch:1:sloid:80234::50,1
ch:1:sloid:88019::50,1
ch:1:sloid:91335::10,1
ch:1:sloid:91339::10,1
ch:1:sloid:88745::51,0
ch:1:sloid:91062::22,1
ch:1:sloid:91249::22,1
ch:1:sloid:90318::10,0
ch:1:sloid:91178::20,0
ch:1:sloid:91355::20,0
ch:1:sloid:90471::51,0
ch:1:sloid:91386::20,1
ch:1:sloid:91430::20,1
ch:1:sloid:90854::50,0
ch:1:sloid:3160::51,0
ch:1:sloid:7330::51,0
ch:1:sloid:90590::51,0
ch:1:sloid:90957::50,0
ch:1:sloid:91264::51,0
ch:1:sloid:90318::21,1
ch:1:sloid:90708::50,0
ch:1:sloid:91089::21,1
ch:1:sloid:90739::50,0
ch:1:sloid:90823::50,0
ch:1:sloid:91031::53,0
ch:1:sloid:91126::21,1
ch:1:sloid:91134::21,1
ch:1:sloid:6960::51,0
ch:1:sloid:91116::20,1
ch:1:sloid:91120::20,1
ch:1:sloid:91189::21,1
ch:1:sloid:94542::50,0
ch:1:sloid:95712::50,0
ch:1:sloid:73557::51,0
ch:1:sloid:73577::51,0
ch:1:sloid:91144::20,1
ch:1:sloid:91197::21,1
ch:1:sloid:90700::51,0
ch:1:sloid:75930::51,0
ch:1:sloid:75931::51,0
ch:1:sloid:91167::20,1
ch:1:sloid:91258::21,1
ch:1:sloid:90771::51,0
ch:1:sloid:90846::51,0
ch:1:sloid:91203::20,1
ch:1:sloid:91319::21,1
ch:1:sloid:76209::51,0
ch:1:sloid:91345::21,1
ch:1:sloid:91372::21,1
ch:1:sloid:73232::52,0
ch:1:sloid:87971::51,0
ch:1:sloid:87020::55,0
ch:1:sloid:90487::50,1
ch:1:sloid:90488::50,1
ch:1:sloid:87684::50,1
ch:1:sloid:73211::50,1
ch:1:sloid:76132::50,1
ch:1:sloid:90526::50,1
ch:1:sloid:76147::50,1
ch:1:sloid:76152::50,1
ch:1:sloid:87956::50,0
ch:1:sloid:73561::50,1
ch:1:sloid:73574::50,1
ch:1:sloid:76170::50,1
ch:1:sloid:76173::50,1
ch:1:sloid:87968::50,1
ch:1:sloid:87969::50,1
ch:1:sloid:90556::50,1
ch:1:sloid:73584::50,1
ch:1:sloid:87977::50,1
ch:1:sloid:87982::50,1
ch:1:sloid:87986::50,1
ch:1:sloid:80449::24,1
ch:1:sloid:73662::50,1
ch:1:sloid:73678::50,0
ch:1:sloid:76210::50,1
ch:1:sloid:76216::50,1
ch:1:sloid:88021::50,1
ch:1:sloid:3179::50,1
ch:1:sloid:76253::50,1
ch:1:sloid:88037::50,1
ch:1:sloid:76265::50,1
ch:1:sloid:76270::50,1
ch:1:sloid:76274::50,1
ch:1:sloid:88044::50,1
ch:1:sloid:88051::50,1
ch:1:sloid:3174::50,1
ch:1:sloid:75970::50,1
ch:1:sloid:75981::50,1
ch:1:sloid:3191::50,1
ch:1:sloid:3251::50,1
ch:1:sloid:3351::50,1
ch:1:sloid:75999::50,1
ch:1:sloid:76001::50,1
ch:1:sloid:76014::50,1
ch:1:sloid:80437::50,1
ch:1:sloid:88742::50,1
ch:1:sloid:88984::50,1
ch:1:sloid:3370::50,1
ch:1:sloid:76027::50,1
ch:1:sloid:3398::50,1
ch:1:sloid:3751::50,1
ch:1:sloid:81546::50,1
ch:1:sloid:81547::50,1
ch:1:sloid:90318::50,1
ch:1:sloid:90461::50,1
ch:1:sloid:90467::50,1
ch:1:sloid:3898::50,1
ch:1:sloid:3972::50,1
ch:1:sloid:76078::50,1
ch:1:sloid:90993::50,1
ch:1:sloid:91010::50,1
ch:1:sloid:91019::50,1
ch:1:sloid:75939::51,1
ch:1:sloid:75984::51,1
ch:1:sloid:90987::50,1
ch:1:sloid:91857::50,1
ch:1:sloid:91013::50,1
ch:1:sloid:76147::51,1
ch:1:sloid:91207::50,1
ch:1:sloid:90614::50,1
ch:1:sloid:90626::50,0
ch:1:sloid:95331::50,1
ch:1:sloid:95439::50,0
ch:1:sloid:96006::50,1
ch:1:sloid:91419::22,1
ch:1:sloid:91824::41,1
ch:1:sloid:90669::50,1
ch:1:sloid:90674::50,1
ch:1:sloid:90570::50,1
ch:1:sloid:3186::51,1
ch:1:sloid:90597::50,1
ch:1:sloid:3353::51,1
ch:1:sloid:3795::51,1
ch:1:sloid:90628::50,1
ch:1:sloid:90644::50,1
ch:1:sloid:90650::50,1
ch:1:sloid:90788::50,1
ch:1:sloid:90684::50,1
ch:1:sloid:90690::50,1
ch:1:sloid:90829::50,1
ch:1:sloid:73561::51,1
ch:1:sloid:3364::51,1
ch:1:sloid:90862::50,1
ch:1:sloid:73571::51,1
ch:1:sloid:90744::50,1
ch:1:sloid:3370::51,1
ch:1:sloid:3377::51,1
ch:1:sloid:90868::50,1
ch:1:sloid:90885::50,1
ch:1:sloid:73660::51,1
ch:1:sloid:75909::51,1
ch:1:sloid:90768::50,1
ch:1:sloid:90785::50,1
ch:1:sloid:90792::50,1
ch:1:sloid:3754::51,1
ch:1:sloid:3865::51,1
ch:1:sloid:3868::51,1
ch:1:sloid:90908::50,1
ch:1:sloid:90938::50,1
ch:1:sloid:75940::51,1
ch:1:sloid:75967::51,1
ch:1:sloid:75992::51,1
ch:1:sloid:7445::51,1
ch:1:sloid:9649::51,0
ch:1:sloid:76037::51,1
ch:1:sloid:76045::51,1
ch:1:sloid:73575::51,1
ch:1:sloid:91439::51,1
ch:1:sloid:87686::51,1
ch:1:sloid:90517::51,1
ch:1:sloid:90789::51,1
ch:1:sloid:91728::51,1
ch:1:sloid:90796::51,1
ch:1:sloid:94236::51,1
ch:1:sloid:87963::51,1
ch:1:sloid:90553::51,1
ch:1:sloid:90815::51,1
ch:1:sloid:94338::51,1
ch:1:sloid:87982::51,1
ch:1:sloid:90562::51,1
ch:1:sloid:90842::51,1
ch:1:sloid:90843::51,1
ch:1:sloid:90848::51,1
ch:1:sloid:95074::51,1
ch:1:sloid:87989::51,1
ch:1:sloid:88014::51,1
ch:1:sloid:90603::51,1
ch:1:sloid:76250::51,1
ch:1:sloid:76252::51,1
ch:1:sloid:76272::51,1
ch:1:sloid:76274::51,1
ch:1:sloid:90892::51,1
ch:1:sloid:76285::51,1
ch:1:sloid:90635::51,1
ch:1:sloid:76206::51,1
ch:1:sloid:88139::51,1
ch:1:sloid:90654::51,1
ch:1:sloid:90969::51,1
ch:1:sloid:88317::51,1
ch:1:sloid:88531::51,1
ch:1:sloid:76256::51,1
ch:1:sloid:88738::51,1
ch:1:sloid:88745::51,1
ch:1:sloid:90684::51,1
ch:1:sloid:90688::51,1
ch:1:sloid:90701::51,1
ch:1:sloid:90705::51,1
ch:1:sloid:90706::51,1
ch:1:sloid:90446::51,1
ch:1:sloid:91127::51,1
ch:1:sloid:80872::51,1
ch:1:sloid:81103::51,1
ch:1:sloid:90741::51,1
ch:1:sloid:90477::51,1
ch:1:sloid:91294::51,1
ch:1:sloid:91305::51,0
ch:1:sloid:91360::51,1
ch:1:sloid:90510::51,1
ch:1:sloid:1026:2:3,0
ch:1:sloid:1030:2:2,0
ch:1:sloid:1600:2:2,0
ch:1:sloid:1604:1:2,0
ch:1:sloid:73504::55,1
ch:1:sloid:75918::55,1
ch:1:sloid:76147::55,1
ch:1:sloid:2001:1:1,0
ch:1:sloid:3798::56,1
ch:1:sloid:2005:2:2,0
ch:1:sloid:6899::57,1
ch:1:sloid:76080::57,1
ch:1:sloid:16:1:8,0
ch:1:sloid:76105::60,1
ch:1:sloid:76161::51,1
ch:1:sloid:76187::51,1
ch:1:sloid:119:2:2,0
ch:1:sloid:94644::50,1
ch:1:sloid:1036:1:1,0
ch:1:sloid:205:1:1,0
ch:1:sloid:1103:2:4,0
ch:1:sloid:95609::51,1
ch:1:sloid:3176::52,1
ch:1:sloid:3198::52,1
ch:1:sloid:73504::52,1
ch:1:sloid:6899::52,1
ch:1:sloid:73211::52,1
ch:1:sloid:73710::52,1
ch:1:sloid:105:1:2,0
ch:1:sloid:76178::52,1
ch:1:sloid:1110:2:2,0
ch:1:sloid:1114:1:1,0
ch:1:sloid:126:2:2,0
ch:1:sloid:90512::52,1
ch:1:sloid:1120:2:3,0
ch:1:sloid:90655::52,1
ch:1:sloid:90690::52,1
ch:1:sloid:90800::52,1
ch:1:sloid:90983::52,1
ch:1:sloid:1126:2:2,0
ch:1:sloid:1402:2:3,0
ch:1:sloid:76259::53,1
ch:1:sloid:1003:1:1,0
ch:1:sloid:1006:1:1,0
ch:1:sloid:6899::54,1
ch:1:sloid:91065::53,1
ch:1:sloid:3512:2:3,0
ch:1:sloid:3526:1:3,0
ch:1:sloid:6210:500:11,0
ch:1:sloid:3105:2:2,0
ch:1:sloid:3109:1:2,0
ch:1:sloid:5006:2:3,0
ch:1:sloid:6301:1:1,0
ch:1:sloid:4419:1:1,0
ch:1:sloid:3110:3:5,0
ch:1:sloid:3111:2:2,0
ch:1:sloid:3115:2:2,0
ch:1:sloid:3121:1:1,0
ch:1:sloid:5000:3:6,0
ch:1:sloid:5000:4:9,0
ch:1:sloid:3121:2:2,0
ch:1:sloid:3123:3:5,0
ch:1:sloid:6307:2:2,0
ch:1:sloid:2033:1:2,0
ch:1:sloid:2101:1:1,0
ch:1:sloid:5214:3:4,0
ch:1:sloid:5218:2:2,0
ch:1:sloid:5219:2:2,0
ch:1:sloid:2128:2:2,0
ch:1:sloid:3203:1:1,0
ch:1:sloid:3206:2:3,0
ch:1:sloid:5306:2:2,0
ch:1:sloid:4108:2:3,0
ch:1:sloid:2213:2:3,0
ch:1:sloid:2214:1:2,0
ch:1:sloid:2215:2:4,0
ch:1:sloid:3221:2:3,0
ch:1:sloid:5307:2:5,0
ch:1:sloid:5400:1:1,0
ch:1:sloid:5401:1:2,0
ch:1:sloid:5404:2:2,0
ch:1:sloid:4205:2:3,0
ch:1:sloid:3221:2:4,0
ch:1:sloid:3222:2:1,0
ch:1:sloid:3225:2:5,0
ch:1:sloid:6000:5:8,0
ch:1:sloid:6000:2:2,0
ch:1:sloid:4014:1:1,0
ch:1:sloid:3302:2:2,0
ch:1:sloid:6008:1:1,0
ch:1:sloid:3306:2:2,0
ch:1:sloid:3307:2:2,0
ch:1:sloid:6015:1:1,0
ch:1:sloid:6016:2:3,0
ch:1:sloid:3000:9:17,0
ch:1:sloid:4208:2:2,0
ch:1:sloid:4221:2:2,0
ch:1:sloid:4221:3:4,0
ch:1:sloid:3424:1:1,0
ch:1:sloid:3424:2:2,0
ch:1:sloid:6103:2:3,0
ch:1:sloid:3504:2:3,0
ch:1:sloid:6125:2:2,0
ch:1:sloid:4304:2:2,0
ch:1:sloid:3509:3:6,0
ch:1:sloid:6139:1:2,0
ch:1:sloid:91373::0,0
ch:1:sloid:91381::0,1
ch:1:sloid:91119::0,1
ch:1:sloid:91391::0,0
ch:1:sloid:15995:2:2,0
ch:1:sloid:15997:1:1,0
ch:1:sloid:76196::1,0
ch:1:sloid:16218:1:1,0
ch:1:sloid:87348::1,1
ch:1:sloid:90561::1,0
ch:1:sloid:7009:1:2,0
ch:1:sloid:16273:1:2,0
ch:1:sloid:17336:1:1,0
ch:1:sloid:91067::1,0
ch:1:sloid:91123::1,0
ch:1:sloid:88553::1,1
ch:1:sloid:18475:2:2,0
ch:1:sloid:91126::1,1
ch:1:sloid:91073::1,0
ch:1:sloid:91142::1,0
ch:1:sloid:91252::1,0
ch:1:sloid:91252::1,1
ch:1:sloid:2033:1:1,0
ch:1:sloid:91233::1,1
ch:1:sloid:91230::1,1
ch:1:sloid:91335::1,1
ch:1:sloid:91349::1,0
ch:1:sloid:2112:1:1,0
ch:1:sloid:91415::1,1
ch:1:sloid:2114:2:4,0
ch:1:sloid:2119:3:2,0
ch:1:sloid:91417::0,1
ch:1:sloid:91038::2,1
ch:1:sloid:91065::2,0
ch:1:sloid:91233::0,0
ch:1:sloid:2212:1:1,0
ch:1:sloid:91034::0,0
ch:1:sloid:91315::2,0
ch:1:sloid:91384::2,0
ch:1:sloid:7002:1:1,0
ch:1:sloid:88078::6,1
ch:1:sloid:88078::7,1
ch:1:sloid:91830::3,1
ch:1:sloid:3083::4,1
ch:1:sloid:91397::1,1
ch:1:sloid:91382::0,1
ch:1:sloid:30811::0,1
ch:1:sloid:30813::0,1
ch:1:sloid:91317::1,0
ch:1:sloid:8005:3:5,0
ch:1:sloid:8102:2:3,0
ch:1:sloid:80912::0,1
ch:1:sloid:90620::0,1
ch:1:sloid:91427::1,1
ch:1:sloid:91033::0,1
ch:1:sloid:91065::0,0
ch:1:sloid:91101::0,1
ch:1:sloid:9411:4:6,0
ch:1:sloid:91481::505501,0
ch:1:sloid:7074:0:232062,0
ch:1:sloid:4489:0:151893,0
ch:1:sloid:89501::528402,0
ch:1:sloid:89502::528501,0
ch:1:sloid:95606:0:01,1
ch:1:sloid:95642::511301,0
ch:1:sloid:93378:0:01,1
ch:1:sloid:92491:0:01,1
ch:1:sloid:75828::512102,0
ch:1:sloid:76392:0:02,1
ch:1:sloid:7286:0:7050,0
ch:1:sloid:88426:1:6,1
ch:1:sloid:76579:1:4,1
ch:1:sloid:76581:1:3,1
ch:1:sloid:93387:0:02,0
ch:1:sloid:92456:0:02,1
ch:1:sloid:95071:0:01,0
ch:1:sloid:93331:0:01,1
ch:1:sloid:93331:0:03,0
ch:1:sloid:76725:0:01,1
ch:1:sloid:93359:0:02,1
ch:1:sloid:94089:0:02,1
ch:1:sloid:76723:0:03,1
ch:1:sloid:76860:1:1,1
ch:1:sloid:8256:0:390860,0
ch:1:sloid:92488:0:02,0
ch:1:sloid:88171:1:3,1
ch:1:sloid:88482:1:2,0
ch:1:sloid:16154:0:898925,0
ch:1:sloid:4495:0:699701,0
ch:1:sloid:8251:0:545905,0
ch:1:sloid:76838:1:3,0
ch:1:sloid:87125::506901,0
ch:1:sloid:8262:0:574762,0
ch:1:sloid:76837:1:3,0
ch:1:sloid:76395:0:02,0
ch:1:sloid:78868::500102,0
ch:1:sloid:4484:0:10173,0
ch:1:sloid:4483::161772,0
ch:1:sloid:89966:0:01,1
ch:1:sloid:7084:0:952816,0
ch:1:sloid:96001:0:02,0
ch:1:sloid:88581:1:2,0
ch:1:sloid:93368:0:01,1
ch:1:sloid:8187:0:557375,1
ch:1:sloid:91480::505402,0
ch:1:sloid:7290:0:930269,0
ch:1:sloid:8365:0:946386,1
ch:1:sloid:88476:1:3,0
ch:1:sloid:88165:1:4,0
ch:1:sloid:76815:1:5,0
ch:1:sloid:692:1:8,0
ch:1:sloid:692:1:8,0
ch:1:sloid:191:0:2,1
ch:1:sloid:170:0:1,1
ch:1:sloid:63:1:1,0
ch:1:sloid:93384:0:01,1
ch:1:sloid:76392:0:01,0
ch:1:sloid:87623:0:01,1
ch:1:sloid:93322:0:02,0
ch:1:sloid:87898:0:01,0
ch:1:sloid:93320:0:02,1
ch:1:sloid:93323:0:01,0
ch:1:sloid:93323:0:01,1
ch:1:sloid:63:2:3,0
ch:1:sloid:261:0:860776,1
ch:1:sloid:78218:1:5,0
ch:1:sloid:7075:0:12060,1
ch:1:sloid:88072:1:6,0
ch:1:sloid:235:1:2,0
ch:1:sloid:88073:1:3,0
ch:1:sloid:7079:0:133445,1
ch:1:sloid:7086:0:262246,1
ch:1:sloid:88796:1:4,0
ch:1:sloid:92455:1:1,0
ch:1:sloid:69:1:1,0
ch:1:sloid:7524:0:2,1
ch:1:sloid:90124:0:4,1
ch:1:sloid:63:1:1,1
ch:1:sloid:264:0:558246,1
ch:1:sloid:88061:0:01,0
ch:1:sloid:4481:0:203140,1
ch:1:sloid:4484:0:10173,1
ch:1:sloid:4487:0:841332,1
ch:1:sloid:76414:0:02,0
ch:1:sloid:92462:0:01,1
ch:1:sloid:92463:0:01,0
ch:1:sloid:93388:0:01,0
ch:1:sloid:7475:0:362446,1
ch:1:sloid:186:0:2,1
ch:1:sloid:87619:0:03,0
ch:1:sloid:8264:0:743173,1
ch:1:sloid:16154:0:880854,1
ch:1:sloid:7288:0:933804,1
ch:1:sloid:7295:0:153635,1
ch:1:sloid:87614:0:02,0
ch:1:sloid:93341:0:01,0
ch:1:sloid:71202:0:02,1
ch:1:sloid:72:1:6,0
ch:1:sloid:72:1:7,0
ch:1:sloid:7297:0:622347,1
ch:1:sloid:7298:0:159307,1
ch:1:sloid:7299:0:934419,1
ch:1:sloid:7473:0:107051,1
ch:1:sloid:8251:0:137371,1
ch:1:sloid:89006:0:4,1
ch:1:sloid:95562:1:2,0
ch:1:sloid:90402:1:2,0
ch:1:sloid:7306:0:02,1
ch:1:sloid:8263:0:491396,1
ch:1:sloid:171:0:2,1
ch:1:sloid:7309:0:01,1
ch:1:sloid:88758:1:4,0
ch:1:sloid:692:1:1,1
ch:1:sloid:95557:1:1,0
ch:1:sloid:88172:1:5,0
ch:1:sloid:87276:0:01,0
ch:1:sloid:88494:0:01,0
ch:1:sloid:88494:0:01,1
ch:1:sloid:76406:0:02,1
ch:1:sloid:1200:3:7,1
ch:1:sloid:8008:1:1,1
ch:1:sloid:215:2:4,1
ch:1:sloid:91158::10,1
ch:1:sloid:91231::10,1
ch:1:sloid:1687:0:148772,0
ch:1:sloid:1672:0:784125,1
ch:1:sloid:80461::11,1
ch:1:sloid:1729:0:264430,1
ch:1:sloid:80458::10,1
ch:1:sloid:1689:0:289113,1
ch:1:sloid:91020::11,1
ch:1:sloid:91151::11,1
ch:1:sloid:91196::11,1
ch:1:sloid:91239::11,1
ch:1:sloid:91328::10,1
ch:1:sloid:91339::10,1
ch:1:sloid:91341::10,1
ch:1:sloid:91376::10,1
ch:1:sloid:4140:0:1,1
ch:1:sloid:5175:0:48952,0
ch:1:sloid:5174:0:690406,1
ch:1:sloid:90930::10,1
ch:1:sloid:80461::10,1
ch:1:sloid:1111:1:1,1
ch:1:sloid:5165:0:782134,0
ch:1:sloid:91376::11,1
ch:1:sloid:3231:0:1,0
ch:1:sloid:91411::11,1
ch:1:sloid:30812::12,1
ch:1:sloid:91279::10,1
ch:1:sloid:91287::10,1
ch:1:sloid:91312::10,1
ch:1:sloid:90803::10,1
ch:1:sloid:90926::10,1
ch:1:sloid:1664:0:868298,0
ch:1:sloid:91021::10,1
ch:1:sloid:80458::13,1
ch:1:sloid:1664:0:868298,1
ch:1:sloid:2572::11,1
ch:1:sloid:91015::13,1
ch:1:sloid:1428:0:1,0
ch:1:sloid:1671:0:683919,1
ch:1:sloid:76241::11,1
ch:1:sloid:5163:0:784776,1
ch:1:sloid:1665:0:464716,1
ch:1:sloid:80521::15,1
ch:1:sloid:9418:0:1,0
ch:1:sloid:1676:0:197072,1
ch:1:sloid:1676:0:262628,0
ch:1:sloid:1677:0:228955,1
ch:1:sloid:90920::11,1
ch:1:sloid:15296:0:976984,0
ch:1:sloid:76240::20,1
ch:1:sloid:1636:0:981440,1
ch:1:sloid:1683:0:257065,0
ch:1:sloid:1685:0:183902,1
ch:1:sloid:1686:0:584152,0
ch:1:sloid:91137::11,1
ch:1:sloid:88032::50,1
ch:1:sloid:91829::50,1
ch:1:sloid:91857::50,1
ch:1:sloid:93529::50,1
ch:1:sloid:90830::50,1
ch:1:sloid:90621::50,1
ch:1:sloid:94202::50,1
ch:1:sloid:94236::50,1
ch:1:sloid:90639::50,1
ch:1:sloid:90669::50,1
ch:1:sloid:90921::50,1
ch:1:sloid:90946::50,1
ch:1:sloid:80265::50,1
ch:1:sloid:80432::50,1
ch:1:sloid:90967::50,1
ch:1:sloid:90969::50,1
ch:1:sloid:81572::50,1
ch:1:sloid:90732::50,1
ch:1:sloid:90743::50,1
ch:1:sloid:90479::50,1
ch:1:sloid:90799::50,1
ch:1:sloid:90493::50,1
ch:1:sloid:90551::50,1
ch:1:sloid:93250::50,1
ch:1:sloid:90569::50,1
